5003,S
5003,18,0,F
5003,0,0,F
5004,S
5003,14,1,F
5005,S
5003,4,1,F
5004,28,0,F
5005,3,0,F
5003,23,0,F
5004,25,0,F
5003,30,0,F
5004,29,0,F
5005,27,0,F
5004,31,0,F
5005,26,1,F
5006,S
5003,9,0,F
5004,28,1,F
5006,22,0,F
5005,11,0,F
5004,31,1,F
5005,10,0,F
5007,S
5003,7,0,F
5007,1,0,F
5004,28,0,F
5004,21,1,F
5007,15,0,F
5008,S
5003,24,1,F
5003,13,0,F
5009,S
5004,21,0,F
5007,1,1,F
5008,17,0,F
5010,S
5003,4,0,F
5007,2,0,F
5008,19,0,F
5009,6,1,F
5003,16,1,F
5008,19,1,F
5010,12,1,F
5006,R
5011,S
5007,22,0,F
5012,S
5008,17,1,F
5013,S
5005,20,0,F
5014,S
5007,R
5003,4,1,F
5008,15,0,F
5013,2,0,F
5003,23,1,F
5012,22,0,F
5015,S
5016,S
5004,8,0,F
5004,28,1,F
5017,S
5008,19,0,F
5008,19,1,F
5018,S
5019,S
5020,S
5021,S
5005,20,1,F
5004,R
5022,S
5010,8,0,F
5017,25,0,F
5003,0,1,F
5003,5,0,F
5005,29,0,F
5020,31,0,F
5005,10,1,F
5017,21,1,F
5023,S
5008,15,1,F
5006,R
5024,S
5025,S
5013,2,1,F
5017,25,1,F
5021,28,0,F
5005,R
5026,S
5003,7,1,F
5024,20,0,F
5021,R
5027,S
5009,27,0,F
5018,26,1,F
5007,R
5018,11,0,F
5022,29,0,F
5028,S
5010,3,0,F
5029,S
5003,9,1,F
5003,C
5008,9,0,F
5009,13,1,F
5010,30,1,F
5012,24,0,F
5013,5,1,F
5011,0,0,F
5013,18,1,F
5014,23,0,F
5020,31,1,F
5013,4,0,F
5015,16,0,F
5009,R
5030,S
5008,9,1,F
5010,14,0,F
5014,27,0,F
5008,R
5031,S
5010,3,1,F
5012,22,0,F
5014,19,0,F
5015,28,0,F
5017,10,0,F
5020,13,1,F
5011,17,0,F
5029,7,0,F
5031,9,0,F
5010,12,0,F
5014,23,1,F
5020,31,0,F
5032,S
5014,6,1,F
5017,25,0,F
5010,R
5018,11,1,F
5020,8,0,F
5025,12,1,F
5013,R
5033,S
5017,5,1,F
5020,18,1,F
5025,12,0,F
5034,S
5012,24,1,F
5014,27,1,F
5020,3,0,F
5022,29,1,F
5026,14,0,F
5028,4,0,F
5017,2,0,F
5013,R
5028,R
5035,S
5020,13,0,F
5036,S
5036,4,0,F
5012,22,1,F
5024,20,1,F
5037,S
5036,R
5038,S
5020,8,1,F
5031,30,1,F
5039,S
5011,C
5012,24,0,F
5017,5,1,F
5027,0,1,F
5031,30,0,F
5034,17,1,F
5040,S
5012,C
5018,15,0,F
5026,24,1,F
5030,22,0,F
5034,17,0,F
5021,R
5041,S
5027,0,0,F
5014,C
5020,31,1,F
5034,17,1,F
5042,S
5022,6,0,F
5017,21,0,F
5018,11,0,F
5022,6,1,F
5029,7,1,F
5043,S
5012,R
5044,S
5015,C
5019,28,0,F
5023,16,1,F
5020,R
5045,S
5016,C
5023,18,1,F
5031,30,1,F
5038,3,0,F
5027,0,1,F
5035,13,1,F
5017,C
5018,2,0,F
5031,10,1,F
5041,5,0,F
5018,R
5046,S
5026,1,0,F
5027,11,0,F
5029,8,0,F
5035,2,0,F
5046,21,1,F
5022,R
5047,S
5029,15,0,F
5030,22,0,F
5034,25,1,F
5037,31,0,F
5044,6,0,F
5046,29,0,F
5019,C
5046,R
5025,21,1,F
5029,29,0,F
5025,21,0,F
5048,S
5027,23,0,F
5041,26,1,F
5034,25,0,F
5038,3,1,F
5049,S
5038,3,0,F
5041,26,0,F
5050,S
5023,C
5031,10,0,F
5045,18,0,F
5031,R
5024,C
5027,11,1,F
5030,30,1,F
5035,10,1,F
5038,20,0,F
5045,18,1,F
5025,C
5040,9,0,F
5042,21,1,F
5048,12,1,F
5026,C
5027,24,0,F
5033,16,0,F
5043,14,1,F
5051,S
5027,C
5029,11,0,F
5032,1,1,F
5048,24,1,F
5025,R
5035,19,1,F
5045,23,1,F
5052,S
5029,0,0,F
5042,21,1,F
5053,S
5029,C
5030,0,1,F
5033,7,0,F
5035,19,0,F
5015,R
5054,S
5037,31,1,F
5026,R
5055,S
5035,8,1,F
5037,11,1,F
5052,29,1,F
5056,S
5032,1,0,F
5027,R
5057,S
5030,C
5032,15,1,F
5033,4,0,F
5045,0,1,F
5058,S
5034,22,1,F
5038,20,1,F
5034,R
5052,R
5035,29,1,F
5044,17,1,F
5045,23,0,F
5048,R
5059,S
5035,25,1,F
5039,24,1,F
5045,22,1,F
5047,12,1,F
5060,S
5032,C
5035,30,0,F
5037,31,0,F
5040,1,1,F
5049,15,0,F
5024,R
5033,C
5035,25,0,F
5054,16,0,F
5060,4,1,F
5042,R
5061,S
5062,S
5037,31,1,F
5035,25,1,F
5063,S
5035,C
5038,25,0,F
5041,2,1,F
5043,19,1,F
5051,30,1,F
5059,13,0,F
5037,8,0,F
5043,14,0,F
5047,10,0,F
5041,R
5037,C
5043,26,1,F
5044,6,1,F
5045,8,1,F
5054,29,0,F
5061,28,0,F
5044,R
5038,C
5039,20,0,F
5050,11,0,F
5057,5,0,F
5058,6,0,F
5035,R
5043,27,0,F
5045,22,0,F
5061,25,1,F
5039,C
5040,17,1,F
5059,20,1,F
5043,3,1,F
5047,7,1,F
5064,S
5040,C
5047,31,0,F
5057,17,0,F
5037,R
5053,9,1,F
5045,R
5065,S
5051,1,0,F
5054,16,1,F
5063,0,1,F
5066,S
5054,16,0,F
5058,6,1,F
5064,8,1,F
5054,R
5067,S
5060,18,0,F
5062,22,1,F
5066,16,0,F
5043,C
5050,26,0,F
5056,14,1,F
5058,6,0,F
5042,R
5047,12,0,F
5050,3,0,F
5059,29,0,F
5066,24,0,F
5067,27,1,F
5048,R
5047,10,1,F
5059,20,0,F
5062,22,0,F
5068,S
5056,23,1,F
5060,18,1,F
5069,S
5047,C
5057,5,1,F
5060,10,0,F
5067,12,1,F
5053,31,0,F
5070,S
5056,23,0,F
5063,0,0,F
5067,27,0,F
5071,S
5058,6,1,F
5047,R
5072,S
5050,11,1,F
5053,31,0,F
5059,20,1,F
5049,C
5071,2,0,F
5055,7,1,F
5067,R
5050,C
5055,26,1,F
5057,11,0,F
5059,13,1,F
5073,S
5055,3,1,F
5057,5,0,F
5062,27,1,F
5069,15,1,F
5074,S
5075,S
5061,25,0,F
5060,R
5076,S
5051,C
